page_number,zpid,url,imgHouse,address,price,unformattedPrice,latLong,isHomeRecomendation,brokerName,homeType,beds,baths,areas,livingArea,taxAssessedValue,lotAreaValue,lotAreaUnit,daysOnZillow,zestimate,statusType,homeStatus
1,30699443,https://www.zillow.com/homedetails/8524-Ridge-Blvd-Brooklyn-NY-11209/30699443_zpid/,https://photos.zillowstatic.com/fp/e8582dc660f4d61f2e02e446adafa286-p_e.jpg,"8524 Ridge Blvd, Brooklyn, NY 11209","$6,888,000",6888000,"{'latitude': 40.624435, 'longitude': -74.03393}",False,Listing by: Tiger Realty,SINGLE_FAMILY,8,6,8000,8000,4734000,,,19,,FOR_SALE,FOR_SALE
1,452048102,https://www.zillow.com/homedetails/95-State-St-Wyandanch-NY-12305/452048102_zpid/,https://photos.zillowstatic.com/fp/c36dcc5177d0fe8161b8dea6b5ad8a03-p_e.jpg,"95 State St, Wyandanch, NY 12305","$549,000",549000,"{'latitude': 40.691517, 'longitude': -73.995804}",False,Listing by: REALTY DIRECT NY INC,SINGLE_FAMILY,4,3,0,0,,6000,sqft,72,,FOR_SALE,FOR_SALE
1,80005921,https://www.zillow.com/homedetails/20-West-St-APT-5F-New-York-NY-10004/80005921_zpid/,https://photos.zillowstatic.com/fp/b2101dc484d9283b8364653c41d8aa83-p_e.jpg,"20 West St APT 5F, New York, NY 10004","$525,000",525000,"{'latitude': 40.706184, 'longitude': -74.01561}",False,Listing by: Weichert Properties - NYC,CONDO,2,1,1332,1332,485000,,,318,514900,FOR_SALE,FOR_SALE
1,97527333,https://www.zillow.com/homedetails/459-W-18th-St-APT-1-New-York-NY-10011/97527333_zpid/,https://photos.zillowstatic.com/fp/08f54315a21c9410df2ba9fe8a73c199-p_e.jpg,"459 W 18th St APT 1, New York, NY 10011","$949,000",949000,"{'latitude': 40.744602, 'longitude': -74.00578}",False,Listing by: Douglas Elliman,CONDO,2,2,1693,1693,870522,,,178,921900,FOR_SALE,FOR_SALE
1,83179197,https://www.zillow.com/homedetails/444-Underhill-Ave-Bronx-NY-10473/83179197_zpid/,https://photos.zillowstatic.com/fp/2078072233512d5110a4e6e66f1cd2cd-p_e.jpg,"444 Underhill Avenue, Bronx, NY 10473","$475,000",475000,"{'latitude': 40.814625, 'longitude': -73.85823}",False,Listing by: Keller Williams Realty Greater,SINGLE_FAMILY,4,3,2250,2250,620000,2500,sqft,11,,FOR_SALE,FOR_SALE
1,32309619,https://www.zillow.com/homedetails/20-Toddy-Ave-Staten-Island-NY-10314/32309619_zpid/,https://photos.zillowstatic.com/fp/ff5af76fb4fed95dc213f74aaaf1b028-p_e.jpg,"20 Toddy Ave, Staten Island, NY 10314","$875,000",875000,"{'latitude': 40.601326, 'longitude': -74.16573}",False,Listing by: ProBase Real Estate,SINGLE_FAMILY,4,2,2476,2476,976000,4791.6,sqft,4,890300,FOR_SALE,FOR_SALE
1,454829487,https://www.zillow.com/homedetails/853-Macy-Pl-APT-8E-Bronx-NY-10455/454829487_zpid/,https://photos.zillowstatic.com/fp/ef1db683e20eb7b05ab4b1adbe329e71-p_e.jpg,"853 Macy Pl APT 8E, Bronx, NY 10455","$290,000",290000,"{'latitude': 40.81866, 'longitude': -73.90166}",False,Listing by: Keller Williams Realty NYC Group,CONDO,2,2,1024,1024,,,,10,,FOR_SALE,FOR_SALE
1,32162289,https://www.zillow.com/homedetails/10240-220th-St-Jamaica-NY-11429/32162289_zpid/,https://photos.zillowstatic.com/fp/db45e0720de50171d198919baaadddb4-p_e.jpg,"10240 220th Street, Queens Village, NY 11429","$425,000",425000,"{'latitude': 40.712517, 'longitude': -73.73446}",False,Listing by: RE/MAX Best,SINGLE_FAMILY,4,1,1088,1088,562000,1716,sqft,5,,FOR_SALE,FOR_SALE
1,450650934,https://www.zillow.com/homedetails/25-Fuller-Ct-A-Staten-Island-NY-10306/450650934_zpid/,https://photos.zillowstatic.com/fp/1c236709387896d7e3e3717b204adccb-p_e.jpg,"25 Fuller Court #A, Staten Island, NY 10306","$580,000",580000,"{'latitude': 40.56232, 'longitude': -74.14073}",False,Listing by: Neuhaus Realty Inc,SINGLE_FAMILY,3,2,1056,1056,,688,sqft,1,,FOR_SALE,FOR_SALE
1,215956753,https://www.zillow.com/homedetails/3333-Henry-Hudson-Pkwy-APT-4F-Bronx-NY-10463/215956753_zpid/,https://photos.zillowstatic.com/fp/d8e4caf0f85ab162254ecc99a419d2ff-p_e.jpg,"3333 Henry Hudson Parkway #4F, Bronx, NY 10463","$325,000",325000,"{'latitude': 40.885418, 'longitude': -73.91446}",False,Listing by: William Raveis Real Estate,CONDO,2,1,1000,1000,,,,8,,FOR_SALE,FOR_SALE
1,450876172,https://www.zillow.com/homedetails/805-E-182nd-St-4E-Bronx-NY-10460/450876172_zpid/,https://photos.zillowstatic.com/fp/c1985d111248847e6c42897d2b646594-p_e.jpg,"805 E 182nd Street #4E, Bronx, NY 10460","$95,000",95000,"{'latitude': 40.848644, 'longitude': -73.88372}",False,Listing by: RE/MAX Distinguished Hms.&Prop,CONDO,1,1,750,750,,,,64,,FOR_SALE,FOR_SALE
1,32094588,https://www.zillow.com/homedetails/4805-Douglaston-Pkwy-Little-Neck-NY-11362/32094588_zpid/,https://photos.zillowstatic.com/fp/fd21cddc32b5ec596859dcb38eff6c74-p_e.jpg,"48-05 Douglaston Parkway, Douglaston, NY 11362","$1,398,000",1398000,"{'latitude': 40.761543, 'longitude': -73.74252}",False,Listing by: Century Homes Realty Group LLC,SINGLE_FAMILY,4,2,2475,2475,1344000,8843,sqft,2,,FOR_SALE,FOR_SALE
1,32084756,https://www.zillow.com/homedetails/56-06-210th-St-Flushing-NY-11364/32084756_zpid/,https://photos.zillowstatic.com/fp/843e4d9ff93ab88db24ba2bec7e8667b-p_e.jpg,"56-06 210th Street, Bayside, NY 11364","$1,480,000",1480000,"{'latitude': 40.749367, 'longitude': -73.76861}",False,Listing by: Tru International Realty Corp,SINGLE_FAMILY,4,4,1850,1850,1102000,,,3,,FOR_SALE,FOR_SALE
1,32311825,https://www.zillow.com/homedetails/619-Klondike-Ave-Staten-Island-NY-10314/32311825_zpid/,https://photos.zillowstatic.com/fp/caef7ecc1a52de8cfdac8150de83f4ab-p_e.jpg,"619 Klondike Ave, Staten Island, NY 10314","$1,250,000",1250000,"{'latitude': 40.588936, 'longitude': -74.15649}",False,Listing by: Ashford Homes LLC,MULTI_FAMILY,6,4,2600,2600,973000,5662.8,sqft,3,1230400,FOR_SALE,FOR_SALE
1,32356413,https://www.zillow.com/homedetails/775-Barlow-Ave-Staten-Island-NY-10312/32356413_zpid/,https://photos.zillowstatic.com/fp/dacd3e3da7dbe248ef7eda8481454e66-p_e.jpg,"775 Barlow avenue, Staten Island, NY 10312","$649,000",649000,"{'latitude': 40.556496, 'longitude': -74.17403}",False,Listing by: NEXTHOME FINEST FIRST,SINGLE_FAMILY,3,3,1998,1998,589000,,,7,,FOR_SALE,FOR_SALE
1,442165940,https://www.zillow.com/homedetails/55-W-17th-St-PENTHOUSE-New-York-NY-10011/442165940_zpid/,https://photos.zillowstatic.com/fp/2adff9decc416f9f73e62009f8a01f7e-p_e.jpg,"55 W 17th St #PENTHOUSE, New York, NY 10011","$35,000,000",35000000,"{'latitude': 40.739204, 'longitude': -73.99475}",False,Listing by: Compass,CONDO,6,8,6659,6659,3242827,,,83,,FOR_SALE,FOR_SALE
1,338434784,https://www.zillow.com/homedetails/108-Leonard-St-New-York-NY-10013/338434784_zpid/,https://photos.zillowstatic.com/fp/71efd880cf23fae40c8d94123772a1aa-p_e.jpg,"108 Leonard St, New York, NY 10013","$19,250,000",19250000,"{'latitude': 40.716434, 'longitude': -74.00334}",False,Listing by: Douglas Elliman,CONDO,5,7,8770,8770,2932832,,,110,,FOR_SALE,FOR_SALE
1,119908027,https://www.zillow.com/homedetails/853-Macy-Pl-APT-5G-Bronx-NY-10455/119908027_zpid/,https://photos.zillowstatic.com/fp/a17d8db5c008839b9e269a025927c14a-p_e.jpg,"853 Macy Pl APT 5G, Bronx, NY 10455","$350,000",350000,"{'latitude': 40.81866, 'longitude': -73.90166}",False,Listing by: Keller Williams Realty NYC Group,CONDO,3,2,1357,1357,,,,10,,FOR_SALE,FOR_SALE
1,32365905,https://www.zillow.com/homedetails/199-Downes-Ave-Staten-Island-NY-10312/32365905_zpid/,https://photos.zillowstatic.com/fp/04a9ec113520041dd02b2f11144d11d6-p_e.jpg,"199 Downes Ave, Staten Island, NY 10312","$1,625,888",1625888,"{'latitude': 40.536877, 'longitude': -74.18606}",False,Listing by: BHGRE Safari Realty,SINGLE_FAMILY,5,5,4200,4200,1449000,10454.4,sqft,9,,FOR_SALE,FOR_SALE
1,29853833,https://www.zillow.com/homedetails/6112-Fieldston-Rd-Bronx-NY-10471/29853833_zpid/,https://photos.zillowstatic.com/fp/4de7177bc23f1365fb82e44bc80fa1d7-p_e.jpg,"6112 Fieldston Road, Bronx, NY 10471","$595,000",595000,"{'latitude': 40.909958, 'longitude': -73.89922}",False,Listing by: Keller Williams Realty NYC Grp,SINGLE_FAMILY,3,1,1732,1732,817000,2250,sqft,15,,FOR_SALE,FOR_SALE
2,455243176,https://www.zillow.com/homedetails/34-Country-Dr-N-Staten-Island-NY-10314/455243176_zpid/,https://photos.zillowstatic.com/fp/1be5e65822c8e7c3071ca654146a939e-p_e.jpg,"34 Country Dr N, Staten Island, NY 10314","$525,000",525000,"{'latitude': 40.58777, 'longitude': -74.16284}",False,Listing by: Coldwell Banker Advantage,TOWNHOUSE,3,2,1620,1620,,871.2,sqft,4,,FOR_SALE,FOR_SALE
2,455342842,https://www.zillow.com/homedetails/6-Eltinge-St-Staten-Island-NY-10304/455342842_zpid/,https://photos.zillowstatic.com/fp/4d9b873aebb758081f7dddcce15394a2-p_e.jpg,"6 Eltinge St, Staten Island, NY 10304","$1,200,000",1200000,"{'latitude': 40.602695, 'longitude': -74.094826}",False,"Listing by: Homes R Us Realty of NY, Inc.",SINGLE_FAMILY,4,5,3037,3037,,6534,sqft,1,,FOR_SALE,FOR_SALE
2,2056751551,https://www.zillow.com/homedetails/78-E-127th-St-APT-19-New-York-NY-10035/2056751551_zpid/,https://photos.zillowstatic.com/fp/36e25a4be9d253b64e125b9a58a1c610-p_e.jpg,"78 E 127th St APT 19, New York, NY 10035","$255,000",255000,"{'latitude': 40.806385, 'longitude': -73.93875}",False,Listing by: Brown Harris Stevens,CONDO,3,1,0,0,,,,126,,FOR_SALE,FOR_SALE
2,72519070,https://www.zillow.com/homedetails/100-W-57th-St-19H-New-York-NY-10019/72519070_zpid/,https://photos.zillowstatic.com/fp/c86d7a2512d7c1d8fa3e22cdc0201a5a-p_e.jpg,"100 W 57th St #19H, New York, NY 10019","$189,000",189000,"{'latitude': 40.764317, 'longitude': -73.9776}",False,Listing by: Pergolotti Realty,CONDO,1,1,900,900,,,,16,,FOR_SALE,FOR_SALE
2,32332778,https://www.zillow.com/homedetails/1255-Mason-Ave-Staten-Island-NY-10306/32332778_zpid/,https://photos.zillowstatic.com/fp/76721f01b72537c0ac9d48688d967eab-p_e.jpg,"1255 Mason Ave, Staten Island, NY 10306","$599,000",599000,"{'latitude': 40.573696, 'longitude': -74.09918}",False,Listing by: Your Home Sold Guaranteed Rlty,SINGLE_FAMILY,3,1,960,960,628000,3920.4,sqft,5,609100,FOR_SALE,FOR_SALE
2,455333105,https://www.zillow.com/homedetails/456-Beach-145th-St-Rockaway-Park-NY-11694/455333105_zpid/,https://photos.zillowstatic.com/fp/4f7aaa82f4c33411891f3250afde0e93-p_e.jpg,"456 Beach 145th St, Rockaway Park, NY 11694","$1,200,000",1200000,"{'latitude': 40.57497, 'longitude': -73.86288}",False,Listing by: RE/MAX Elite,SINGLE_FAMILY,3,2,2200,2200,,4000,sqft,1,,FOR_SALE,FOR_SALE
2,32315429,https://www.zillow.com/homedetails/516-Golf-View-Ct-Staten-Island-NY-10314/32315429_zpid/,https://photos.zillowstatic.com/fp/57bbd45895f01d2f05a5b4b21939cc50-p_e.jpg,"516 Golf View Ct, Staten Island, NY 10314","$529,000",529000,"{'latitude': 40.580616, 'longitude': -74.15398}",False,Listing by: United National Realty,SINGLE_FAMILY,3,2,1900,1900,646911,1600,sqft,1,529400,FOR_SALE,FOR_SALE
2,448788842,https://www.zillow.com/homedetails/121-Saint-Nicholas-Ave-APT-3D-New-York-NY-10026/448788842_zpid/,https://photos.zillowstatic.com/fp/43fbe8d912eca6cc9b4b70626740f129-p_e.jpg,"121 Saint Nicholas Ave APT 3D, New York, NY 10026","$475,000",475000,"{'latitude': 40.803707, 'longitude': -73.95305}",False,"Listing by: Michael Reed, LREB",CONDO,4,2,1779,1779,,,,123,,FOR_SALE,FOR_SALE
2,32366929,https://www.zillow.com/homedetails/304-Bertram-Ave-Staten-Island-NY-10312/32366929_zpid/,https://photos.zillowstatic.com/fp/6cb47db0b7545849e15a9052437b42fc-p_e.jpg,"304 Bertram Ave, Staten Island, NY 10312","$2,399,000",2399000,"{'latitude': 40.527554, 'longitude': -74.17769}",False,Listing by: Prereal Prendamano Real Estate,SINGLE_FAMILY,4,5,5204,5204,1798000,0.39,acres,16,2352900,FOR_SALE,FOR_SALE
2,440959976,https://www.zillow.com/homedetails/58-Saint-Nicholas-Ave-6-Brooklyn-NY-11237/440959976_zpid/,https://photos.zillowstatic.com/fp/990ce0b89389cae2b01d22ebf32b8e29-p_e.jpg,"58 Saint Nicholas Ave #6, Brooklyn, NY 11237","$349,000",349000,"{'latitude': 40.706676, 'longitude': -73.920654}",False,Listing by: Remax Edge,MULTI_FAMILY,8,6,4800,4800,,,,20,,FOR_SALE,FOR_SALE
2,72519065,https://www.zillow.com/homedetails/100-W-57th-St-APT-18G-Manhattan-NY-10019/72519065_zpid/,https://photos.zillowstatic.com/fp/ef634b31c291e20928824599f4104e25-p_e.jpg,"100 W 57th St APT 18G, Manhattan, NY 10019","$329,000",329000,"{'latitude': 40.764317, 'longitude': -73.9776}",False,Listing by: Pergolotti Realty,CONDO,2,2,1200,1200,,,,185,,FOR_SALE,FOR_SALE
2,32352238,https://www.zillow.com/homedetails/275-Katan-Ave-Staten-Island-NY-10308/32352238_zpid/,https://photos.zillowstatic.com/fp/9874f5c8915b139db30ecccf92a1f82d-p_e.jpg,"275 Katan Ave, Staten Island, NY 10308","$799,000",799000,"{'latitude': 40.552467, 'longitude': -74.15532}",False,Listing by: RE/MAX Edge,MULTI_FAMILY,4,2,2200,2200,843000,4000,sqft,30,815500,FOR_SALE,FOR_SALE
2,32370617,https://www.zillow.com/homedetails/37-Depew-Pl-Staten-Island-NY-10309/32370617_zpid/,https://photos.zillowstatic.com/fp/c838241136dc68004989468f332ffe05-p_e.jpg,"37 Depew Pl, Staten Island, NY 10309","$549,000",549000,"{'latitude': 40.528954, 'longitude': -74.20953}",False,Listing by: DiTommaso Real Estate,SINGLE_FAMILY,2,1,1012,1012,548000,1.73,acres,11,541200,FOR_SALE,FOR_SALE
2,32284456,https://www.zillow.com/homedetails/39-Jackson-St-Staten-Island-NY-10304/32284456_zpid/,https://photos.zillowstatic.com/fp/2cba72509ed18be2f035f5b643dac48e-p_e.jpg,"39 Jackson St, Staten Island, NY 10304","$649,000",649000,"{'latitude': 40.630325, 'longitude': -74.07976}",False,Listing by: Martino Realty Group,SINGLE_FAMILY,3,2,1272,1272,585000,3049.2,sqft,1,638000,FOR_SALE,FOR_SALE
2,32035511,https://www.zillow.com/homedetails/2930-162nd-St-Flushing-NY-11358/32035511_zpid/,https://photos.zillowstatic.com/fp/41a303bce8f6d69e832e48126bd2c8ae-p_e.jpg,"29-30 162nd Street, Flushing, NY 11358","$1,125,000",1125000,"{'latitude': 40.77034, 'longitude': -73.80292}",False,Listing by: Douglas Elliman Real Estate,SINGLE_FAMILY,3,2,1570,1570,1069000,5000,sqft,1,,FOR_SALE,FOR_SALE
2,32320762,https://www.zillow.com/homedetails/59-Bell-St-Staten-Island-NY-10305/32320762_zpid/,https://photos.zillowstatic.com/fp/f90630901c4941c00572310b36053752-p_e.jpg,"59 Bell St, Staten Island, NY 10305","$479,900",479900,"{'latitude': 40.612717, 'longitude': -74.077}",False,Listing by: Reliance Realty One,SINGLE_FAMILY,2,1,792,792,417000,1306.8,sqft,2,482500,FOR_SALE,FOR_SALE
2,72519078,https://www.zillow.com/homedetails/100-W-57th-St-17IH-New-York-NY-10019/72519078_zpid/,https://photos.zillowstatic.com/fp/b05d68d02a928b83be2ff5d6da4a4233-p_e.jpg,"100 W 57th St #17IH, New York, NY 10019","$445,000",445000,"{'latitude': 40.764317, 'longitude': -73.9776}",False,Listing by: Pergolotti Realty,CONDO,3,3,1800,1800,,,,396,,FOR_SALE,FOR_SALE
2,32120299,https://www.zillow.com/homedetails/8923-Lefferts-Blvd-Jamaica-NY-11418/32120299_zpid/,https://photos.zillowstatic.com/fp/1d02c8e75c41dd9170fba8feb3a92241-p_e.jpg,"8923 Lefferts Blvd, Jamaica, NY 11418","$729,000",729000,"{'latitude': 40.69675, 'longitude': -73.82896}",False,Listing by: RE/MAX Real Estate Professiona,MULTI_FAMILY,5,2,2418,2418,1003000,5600,sqft,1,,FOR_SALE,FOR_SALE
2,32082720,https://www.zillow.com/homedetails/4843-201st-St-Flushing-NY-11364/32082720_zpid/,https://photos.zillowstatic.com/fp/c00172d7b50a0fe09508d244a18727be-p_e.jpg,"4843 201st Street, Bayside, NY 11364","$1,150,000",1150000,"{'latitude': 40.751072, 'longitude': -73.77803}",False,Listing by: Keller Williams Rty Gold Coast,MULTI_FAMILY,3,3,1536,1536,1109000,4400,sqft,6,,FOR_SALE,FOR_SALE
2,32300796,https://www.zillow.com/homedetails/106-Mersereau-Ave-Staten-Island-NY-10303/32300796_zpid/,https://photos.zillowstatic.com/fp/554166e7ca7137abe4d78ee37922da65-p_e.jpg,"106 Mersereau Ave, Staten Island, NY 10303","$659,000",659000,"{'latitude': 40.636005, 'longitude': -74.16396}",False,"Listing by: Triolo Realty Group, Inc.",SINGLE_FAMILY,3,2,1344,1344,423000,7405.2,sqft,2,,FOR_SALE,FOR_SALE
2,245009241,https://www.zillow.com/homedetails/421-4th-St-1-Brooklyn-NY-11215/245009241_zpid/,https://photos.zillowstatic.com/fp/ed5107e06dfd5fe39befeacff00621ee-p_e.jpg,"421 4th St #1, Brooklyn, NY 11215","$1,895,000",1895000,"{'latitude': 40.670624, 'longitude': -73.98004}",False,Listing by: Coldwell Banker Warburg,CONDO,3,2,0,0,1192000,,,9,,FOR_SALE,FOR_SALE
2,122586129,https://www.zillow.com/homedetails/327-E-3rd-St-APT-5A-New-York-NY-10009/122586129_zpid/,https://photos.zillowstatic.com/fp/1f5571b5ea4e521fc0322d0c49755226-p_e.jpg,"327 E 3rd St APT 5A, New York, NY 10009","$585,000",585000,"{'latitude': 40.720894, 'longitude': -73.978424}",False,Listing by: Corcoran,CONDO,2,1,0,0,,,,95,,FOR_SALE,FOR_SALE
2,30567281,https://www.zillow.com/homedetails/19-Cranberry-St-Brooklyn-NY-11201/30567281_zpid/,https://photos.zillowstatic.com/fp/b08c1b640ec770a89eb18e09b004e6e6-p_e.jpg,"19 Cranberry St, Brooklyn, NY 11201","$12,750,000",12750000,"{'latitude': 40.700264, 'longitude': -73.994576}",False,Listing by: Corcoran,SINGLE_FAMILY,5,4,5568,5568,7718000,,,128,,FOR_SALE,FOR_SALE
2,448676072,https://www.zillow.com/homedetails/360-Beach-59th-St-A-Arverne-NY-11692/448676072_zpid/,https://photos.zillowstatic.com/fp/7de8654e199b08f4d783af735ed9897a-p_e.jpg,"360 Beach 59th Street #A Dock, Arverne, NY 11692","$300,000",300000,"{'latitude': 40.594387, 'longitude': -73.78919}",False,Listing by: RE/MAX Elite,SINGLE_FAMILY,4,1,1600,1600,,,,127,,FOR_SALE,FOR_SALE
2,29853420,https://www.zillow.com/homedetails/425-W-256th-St-Bronx-NY-10471/29853420_zpid/,https://photos.zillowstatic.com/fp/dcf9fd723728202b6c9169152785a572-p_e.jpg,"425 W 256th Street, Bronx, NY 10471","$625,000",625000,"{'latitude': 40.904106, 'longitude': -73.903366}",False,Listing by: Charles Rutenberg Realty Inc,SINGLE_FAMILY,3,3,2072,2072,1287000,4308,sqft,17,,FOR_SALE,FOR_SALE
2,32203125,https://www.zillow.com/homedetails/182-16-144th-Ave-Jamaica-NY-11413/32203125_zpid/,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=40.66749954223633,-73.76126861572266&key=AIzaSyBWYJWCA8FNMQvSe_k3LKfDGJaEgdKwsco&signature=qQHzwGr3Bzx8ov9TpAwKwgKDb78=","182-16 144th Ave, Jamaica, NY 11413","$399,000",399000,"{'latitude': 40.6675, 'longitude': -73.76127}",False,Listing by: JOSHUAS REALTY,SINGLE_FAMILY,6,3,0,0,712000,,,36,414100,FOR_SALE,FOR_SALE
2,31990271,https://www.zillow.com/homedetails/5853-79th-St-Flushing-NY-11379/31990271_zpid/,https://photos.zillowstatic.com/fp/56d7ecd12876cbc50bac7386903b1444-p_e.jpg,"5853 79th Street, Middle Village, NY 11379","$779,000",779000,"{'latitude': 40.72579, 'longitude': -73.88063}",False,Listing by: Douglas Elliman Real Estate,TOWNHOUSE,2,2,1416,1416,844000,1600,sqft,9,,FOR_SALE,FOR_SALE
2,32054054,https://www.zillow.com/homedetails/2533-Francis-Lewis-Blvd-Flushing-NY-11358/32054054_zpid/,https://photos.zillowstatic.com/fp/2e430d994ba3b3a048503874225163c2-p_e.jpg,"2533 Francis Lewis Boulevard, Whitestone, NY 11358","$699,500",699500,"{'latitude': 40.773903, 'longitude': -73.79673}",False,Listing by: LAFFEY REAL ESTATE,SINGLE_FAMILY,3,2,1400,1400,844000,1307,sqft,71,,FOR_SALE,FOR_SALE
2,30658518,https://www.zillow.com/homedetails/308-E-45th-St-Brooklyn-NY-11203/30658518_zpid/,https://photos.zillowstatic.com/fp/a819a186475a90245901e7bd581a0f4d-p_e.jpg,"308 E 45th Street, Brooklyn, NY 11203","$1,125,000",1125000,"{'latitude': 40.654335, 'longitude': -73.93579}",False,Listing by: Keystone Realty USA Corp,MULTI_FAMILY,5,3,2200,2200,853000,2783,sqft,1,,FOR_SALE,FOR_SALE
2,30794240,https://www.zillow.com/homedetails/108-Gain-Ct-Brooklyn-NY-11229/30794240_zpid/,https://photos.zillowstatic.com/fp/dd81d2bbb5089c695060fc3be88279e5-p_e.jpg,"108 Gain Ct, Brooklyn, NY 11229","$649,500",649500,"{'latitude': 40.58907, 'longitude': -73.92512}",False,,SINGLE_FAMILY,3,2,1200,1200,485000,1800,sqft,5,,FOR_SALE,FOR_SALE
2,30708420,https://www.zillow.com/homedetails/7909-14th-Ave-Brooklyn-NY-11228/30708420_zpid/,https://photos.zillowstatic.com/fp/8cc21b210aee74be5755f15283c8a03e-p_e.jpg,"7909 14th Ave, Brooklyn, NY 11228","$1,080,000",1080000,"{'latitude': 40.616318, 'longitude': -74.007675}",False,Listing by: Momentum Real Estate LLC,SINGLE_FAMILY,3,2,1248,1248,957000,1172,sqft,1,1052400,FOR_SALE,FOR_SALE
2,32360765,https://www.zillow.com/homedetails/247-Ilyssa-Way-Staten-Island-NY-10312/32360765_zpid/,https://photos.zillowstatic.com/fp/c0e7e71ffa79a0b2f55a70e2b1841238-p_e.jpg,"247 Ilyssa Way, Staten Island, NY 10312","$495,000",495000,"{'latitude': 40.56058, 'longitude': -74.18469}",False,Listing by: TK Real Estate Group Inc.,TOWNHOUSE,3,4,1354,1354,406000,,,3,,FOR_SALE,FOR_SALE
2,448466365,https://www.zillow.com/homedetails/2285-Bragg-St-APT-6B-Brooklyn-NY-11229/448466365_zpid/,https://photos.zillowstatic.com/fp/61de1c32bcdd7c621838b93e16f377c5-p_e.jpg,"2285 Bragg St APT 6B, Brooklyn, NY 11229","$208,000",208000,"{'latitude': 40.597134, 'longitude': -73.93528}",False,Listing by: Remax City Square,CONDO,2,1,927,927,,,,131,205200,FOR_SALE,FOR_SALE
2,29830240,https://www.zillow.com/homedetails/3224-Gunther-Ave-Bronx-NY-10469/29830240_zpid/,https://photos.zillowstatic.com/fp/6accba66c02365a88a3fd2c4cf6c10e8-p_e.jpg,"3224 Gunther Avenue, Bronx, NY 10469","$630,000",630000,"{'latitude': 40.87493, 'longitude': -73.84098}",False,Listing by: Epique Realty,MULTI_FAMILY,6,4,2080,2080,761000,1900,sqft,12,,FOR_SALE,FOR_SALE
2,32177078,https://www.zillow.com/homedetails/12906-131st-St-Jamaica-NY-11420/32177078_zpid/,https://photos.zillowstatic.com/fp/80d4b1e4305040a02cb101ff452af50c-p_e.jpg,"129-06 131 Street, South Ozone Park, NY 11420","$499,900",499900,"{'latitude': 40.671967, 'longitude': -73.80776}",False,Listing by: Liberty Chateau Realty Inc,SINGLE_FAMILY,3,2,1216,1216,599000,3080,sqft,24,,FOR_SALE,FOR_SALE
2,2135977070,https://www.zillow.com/homedetails/33-Bradley-Ct-A-Staten-Island-NY-10314/2135977070_zpid/,https://photos.zillowstatic.com/fp/9039b63e133535c2a44fad9cae8b3582-p_e.jpg,"33 Bradley Ct #A, Staten Island, NY 10314","$424,000",424000,"{'latitude': 40.600746, 'longitude': -74.13208}",False,Listing by: Compass Greater NY LLC,CONDO,2,1,906,906,,871.2,sqft,4,426100,FOR_SALE,FOR_SALE
2,32366124,https://www.zillow.com/homedetails/595-Sheldon-Ave-Staten-Island-NY-10312/32366124_zpid/,https://photos.zillowstatic.com/fp/3a45522dd8fdbccc2bbe449b80d44b4b-p_e.jpg,"595 Sheldon Ave, Staten Island, NY 10312","$1,098,000",1098000,"{'latitude': 40.54183, 'longitude': -74.194855}",False,Listing by: Momentum Real Estate LLC,MULTI_FAMILY,5,4,2568,2568,954000,5200,sqft,9,1096000,FOR_SALE,FOR_SALE
2,32172242,https://www.zillow.com/homedetails/12009-Linden-Blvd-Jamaica-NY-11420/32172242_zpid/,https://photos.zillowstatic.com/fp/5acb2d7615fb4a6ad361923d3c86a9e9-p_e.jpg,"12009 Linden Boulevard, South Ozone Park, NY 11420","$799,000",799000,"{'latitude': 40.679344, 'longitude': -73.819305}",False,Listing by: Taft Corp,SINGLE_FAMILY,4,2,2500,2500,714000,2500,sqft,3,,FOR_SALE,FOR_SALE
2,32294383,https://www.zillow.com/homedetails/177-Benedict-Rd-Staten-Island-NY-10304/32294383_zpid/,https://photos.zillowstatic.com/fp/ca20ae5813d856e6dd30db235e023325-p_e.jpg,"177 Benedict Rd, Staten Island, NY 10304","$18,000,000",18000000,"{'latitude': 40.595013, 'longitude': -74.10643}",False,Listing by: RJM Realty Empire Inc.,SINGLE_FAMILY,8,17,33000,33000,3650000,1.58,acres,270,,FOR_SALE,FOR_SALE
2,32045011,https://www.zillow.com/homedetails/19423-Station-Rd-Flushing-NY-11358/32045011_zpid/,https://photos.zillowstatic.com/fp/b6f7cebc400c42161f2c63f8208df01a-p_e.jpg,"194-23 Station Road, Flushing, NY 11358","$848,888",848888,"{'latitude': 40.761482, 'longitude': -73.78727}",False,Listing by: Leonardo Jo,SINGLE_FAMILY,3,2,0,0,674000,1512,sqft,41,,FOR_SALE,FOR_SALE
2,31518799,https://www.zillow.com/homedetails/45-W-70th-St-New-York-NY-10023/31518799_zpid/,https://photos.zillowstatic.com/fp/8169b731795b60f46d442c44ac8a98d8-p_e.jpg,"45 W 70th St, New York, NY 10023","$16,400,000",16400000,"{'latitude': 40.775833, 'longitude': -73.97852}",False,Listing by: Tahari Realty LLC,TOWNHOUSE,5,6,8550,8550,4277000,,,6,,FOR_SALE,FOR_SALE
